Fecha,KIT JUEGO TANQUE 1000 L,KIT JUEGO TANQUE 2000 L,KIT JUEGO TANQUE 250 L,KIT JUEGO TANQUE 500 L
2021-05-27,44.0,55.0,13.0,55.0
2021-05-28,144.0,1.0,18.0,67.0
2021-05-31,223.0,54.0,52.0,211.0
2021-06-01,109.0,12.0,3.0,3.0
2021-06-02,65.0,17.0,33.0,131.0
2021-06-03,97.0,22.0,4.0,91.0
2021-06-04,85.0,21.0,23.0,16.0
2021-06-08,81.0,36.0,25.0,168.0
2021-06-09,108.0,0.0,221.0,378.0
2021-06-10,21.0,3.0,4.0,0.0
2021-06-11,106.0,30.0,17.0,58.0
2021-06-15,165.0,41.0,69.0,19.0
2021-06-16,104.0,49.0,41.0,141.0
2021-06-17,69.0,42.0,35.0,62.0
2021-06-18,141.0,22.0,2.0,166.0
2021-06-21,26.0,22.0,1.0,44.0
2021-06-22,53.0,12.0,14.0,56.0
2021-06-23,50.0,57.0,1.0,92.0
2021-06-24,115.0,51.0,79.0,66.0
2021-06-25,22.0,4.0,3.0,6.0
2021-06-28,90.0,48.0,18.0,101.0
2021-06-29,149.0,40.0,7.0,70.0
2021-06-30,51.0,10.0,16.0,17.0
2021-07-01,0.0,8.0,0.0,19.0
2021-07-02,38.0,20.0,3.0,43.0
2021-07-06,83.0,49.0,3.0,31.0
2021-07-07,22.0,23.0,1.0,16.0
2021-07-08,105.0,35.0,31.0,91.0
2021-07-09,36.0,19.0,16.0,28.0
2021-07-12,163.0,41.0,9.0,62.0
2021-07-13,148.0,64.0,6.0,112.0
2021-07-14,44.0,25.0,19.0,48.0
2021-07-15,87.0,43.0,0.0,95.0
2021-07-16,22.0,13.0,0.0,17.0
2021-07-19,144.0,13.0,12.0,136.0
2021-07-21,3.0,11.0,9.0,8.0
2021-07-22,50.0,5.0,8.0,42.0
2021-07-23,25.0,0.0,17.0,32.0
2021-07-26,113.0,19.0,27.0,75.0
2021-07-27,88.0,27.0,13.0,69.0
2021-07-28,130.0,6.0,116.0,206.0
2021-07-29,11.0,2.0,3.0,14.0
2021-07-30,30.0,38.0,35.0,23.0
2021-07-31,61.0,36.0,0.0,50.0
2021-08-02,18.0,8.0,5.0,13.0
2021-08-03,73.0,45.0,15.0,33.0
2021-08-04,16.0,0.0,4.0,0.0
2021-08-05,23.0,15.0,8.0,17.0
2021-08-06,11.0,11.0,18.0,74.0
2021-08-09,63.0,13.0,5.0,30.0
2021-08-10,84.0,23.0,35.0,60.0
2021-08-11,72.0,65.0,18.0,43.0
2021-08-12,3.0,4.0,7.0,81.0
2021-08-13,27.0,11.0,11.0,47.0
2021-08-17,72.0,30.0,7.0,71.0
2021-08-18,34.0,12.0,18.0,5.0
2021-08-19,144.0,46.0,72.0,50.0
2021-08-20,22.0,6.0,26.0,41.0
2021-08-23,22.0,1.0,3.0,16.0
2021-08-24,19.0,4.0,0.0,5.0
2021-08-25,3.0,0.0,5.0,5.0
2021-08-26,5.0,0.0,0.0,0.0
2021-08-27,8.0,8.0,3.0,21.0
2021-08-30,109.0,74.0,13.0,38.0
2021-08-31,119.0,48.0,19.0,180.0
2021-09-01,14.0,5.0,10.0,26.0
2021-09-02,70.0,18.0,15.0,33.0
2021-09-03,48.0,19.0,10.0,38.0
2021-09-06,12.0,16.0,3.0,10.0
2021-09-07,17.0,41.0,29.0,26.0
2021-09-08,32.0,9.0,10.0,47.0
2021-09-09,22.0,8.0,0.0,101.0
2021-09-10,19.0,4.0,8.0,32.0
2021-09-11,0.0,0.0,0.0,44.0
2021-09-13,18.0,12.0,5.0,18.0
2021-09-14,34.0,12.0,9.0,8.0
2021-09-15,106.0,46.0,129.0,209.0
2021-09-16,101.0,22.0,25.0,107.0
2021-09-17,31.0,4.0,61.0,31.0
2021-09-20,38.0,12.0,1.0,24.0
2021-09-21,35.0,21.0,59.0,44.0
2021-09-22,3.0,11.0,3.0,6.0
2021-09-23,86.0,38.0,31.0,93.0
2021-09-24,10.0,0.0,86.0,170.0
2021-09-27,13.0,3.0,1.0,25.0
2021-09-28,45.0,0.0,18.0,44.0
2021-09-29,33.0,38.0,15.0,16.0
2021-09-30,66.0,28.0,5.0,50.0
2021-10-01,29.0,4.0,10.0,15.0
2021-10-04,57.0,29.0,16.0,41.0
2021-10-05,103.0,37.0,0.0,25.0
2021-10-06,65.0,20.0,9.0,14.0
2021-10-07,25.0,11.0,3.0,11.0
2021-10-08,3.0,4.0,0.0,0.0
2021-10-11,40.0,29.0,19.0,14.0
2021-10-12,53.0,32.0,4.0,90.0
2021-10-13,52.0,29.0,11.0,24.0
2021-10-14,21.0,17.0,14.0,17.0
2021-10-15,4.0,8.0,4.0,0.0
2021-10-19,42.0,21.0,10.0,16.0
2021-10-20,15.0,26.0,8.0,9.0
2021-10-21,48.0,3.0,1.0,30.0
2021-10-22,8.0,4.0,13.0,25.0
2021-10-25,43.0,4.0,9.0,64.0
2021-10-26,34.0,9.0,19.0,10.0
2021-10-27,27.0,23.0,3.0,25.0
2021-10-28,42.0,1.0,15.0,29.0
2021-10-29,63.0,16.0,7.0,29.0
2021-10-30,22.0,17.0,20.0,38.0
2021-11-03,5.0,8.0,0.0,26.0
2021-11-04,39.0,16.0,0.0,66.0
2021-11-05,41.0,9.0,8.0,38.0
2021-11-08,40.0,25.0,7.0,55.0
2021-11-09,44.0,10.0,0.0,50.0
2021-11-10,35.0,17.0,44.0,21.0
2021-11-11,16.0,13.0,11.0,4.0
2021-11-12,17.0,6.0,21.0,16.0
2021-11-16,51.0,31.0,5.0,22.0
2021-11-17,29.0,17.0,29.0,28.0
2021-11-18,25.0,35.0,32.0,24.0
2021-11-19,25.0,13.0,3.0,18.0
2021-11-22,148.0,62.0,71.0,34.0
2021-11-23,71.0,22.0,4.0,55.0
2021-11-24,44.0,22.0,8.0,15.0
2021-11-25,101.0,38.0,16.0,35.0
2021-11-26,10.0,5.0,0.0,0.0
2021-11-29,14.0,30.0,0.0,13.0
2021-11-30,118.0,23.0,4.0,154.0
2021-12-01,138.0,0.0,0.0,163.0
2021-12-02,32.0,4.0,148.0,33.0
2021-12-03,42.0,20.0,6.0,56.0
2021-12-06,84.0,35.0,52.0,76.0
2021-12-07,24.0,4.0,6.0,4.0
2021-12-09,49.0,27.0,14.0,29.0
2021-12-10,143.0,3.0,1.0,25.0
2021-12-13,65.0,32.0,16.0,34.0
2021-12-14,38.0,23.0,6.0,32.0
2021-12-15,56.0,26.0,13.0,39.0
2021-12-16,62.0,34.0,24.0,64.0
2021-12-17,14.0,19.0,69.0,32.0
2021-12-20,85.0,12.0,59.0,59.0
2021-12-21,117.0,14.0,6.0,69.0
2021-12-22,29.0,26.0,1.0,8.0
2021-12-23,66.0,39.0,25.0,54.0
2021-12-27,109.0,47.0,18.0,70.0
2021-12-28,11.0,3.0,3.0,8.0
2022-01-03,6.0,3.0,0.0,0.0
2022-01-04,115.0,44.0,4.0,126.0
2022-01-05,0.0,3.0,1.0,5.0
2022-01-06,6.0,5.0,7.0,22.0
2022-01-07,38.0,11.0,0.0,0.0
2022-01-11,43.0,12.0,22.0,42.0
2022-01-12,121.0,19.0,56.0,138.0
2022-01-13,5.0,1.0,8.0,0.0
2022-01-14,69.0,28.0,9.0,75.0
2022-01-17,117.0,58.0,21.0,44.0
2022-01-18,71.0,17.0,7.0,43.0
2022-01-19,90.0,35.0,20.0,87.0
2022-01-20,58.0,18.0,1.0,20.0
2022-01-21,8.0,15.0,0.0,0.0
2022-01-24,79.0,30.0,14.0,54.0
2022-01-25,113.0,20.0,4.0,28.0
2022-01-26,120.0,31.0,0.0,76.0
2022-01-27,94.0,23.0,48.0,76.0
2022-01-28,46.0,7.0,7.0,25.0
2022-01-31,397.0,117.0,130.0,388.0
2022-02-01,44.0,14.0,0.0,32.0
2022-02-02,18.0,21.0,14.0,24.0
2022-02-03,18.0,3.0,0.0,0.0
2022-02-04,68.0,51.0,17.0,43.0
2022-02-07,233.0,72.0,23.0,78.0
2022-02-08,37.0,60.0,23.0,36.0
2022-02-09,25.0,21.0,0.0,14.0
2022-02-10,39.0,22.0,3.0,50.0
2022-02-11,168.0,75.0,59.0,161.0
2022-02-14,63.0,0.0,0.0,13.0
2022-02-15,101.0,89.0,3.0,80.0
2022-02-16,119.0,3.0,8.0,47.0
2022-02-17,95.0,62.0,1.0,41.0
2022-02-18,35.0,20.0,25.0,13.0
2022-02-21,14.0,10.0,0.0,32.0
2022-02-22,65.0,29.0,6.0,122.0
2022-02-23,29.0,51.0,7.0,29.0
2022-02-24,16.0,5.0,5.0,6.0
2022-02-25,49.0,21.0,3.0,62.0
2022-02-28,196.0,86.0,37.0,351.0
2022-03-01,21.0,0.0,34.0,40.0
2022-03-02,62.0,30.0,10.0,46.0
2022-03-03,93.0,41.0,4.0,49.0
2022-03-04,121.0,60.0,3.0,121.0
2022-03-07,88.0,0.0,4.0,59.0
2022-03-08,144.0,25.0,13.0,145.0
2022-03-09,88.0,54.0,5.0,4.0
2022-03-10,110.0,27.0,62.0,82.0
2022-03-11,104.0,63.0,46.0,88.0
2022-03-14,260.0,95.0,83.0,229.0
2022-03-15,148.0,59.0,35.0,81.0
2022-03-16,80.0,77.0,19.0,119.0
2022-03-17,95.0,62.0,160.0,82.0
2022-03-18,134.0,66.0,30.0,104.0
2022-03-22,59.0,24.0,44.0,63.0
2022-03-23,30.0,0.0,13.0,16.0
2022-03-24,119.0,48.0,0.0,31.0
2022-03-25,89.0,19.0,0.0,210.0
2022-03-26,137.0,96.0,6.0,136.0
2022-03-28,130.0,17.0,0.0,59.0
2022-03-29,75.0,38.0,10.0,67.0
2022-03-30,206.0,97.0,15.0,214.0
2022-04-05,3.0,51.0,5.0,0.0
2022-04-06,0.0,9.0,0.0,0.0
2022-04-07,6.0,9.0,38.0,5.0
2022-04-08,0.0,4.0,1.0,5.0
2022-04-09,0.0,3.0,0.0,0.0
2022-04-11,31.0,3.0,0.0,13.0
2022-04-12,155.0,33.0,25.0,66.0
2022-04-13,211.0,107.0,83.0,201.0
2022-04-18,49.0,3.0,6.0,174.0
2022-04-19,19.0,3.0,14.0,19.0
2022-04-20,0.0,16.0,0.0,19.0
2022-04-21,57.0,19.0,9.0,17.0
2022-04-22,88.0,4.0,5.0,151.0
2022-04-23,107.0,0.0,0.0,0.0
2022-04-25,25.0,31.0,19.0,31.0
2022-04-26,17.0,18.0,0.0,0.0
2022-04-27,163.0,109.0,4.0,255.0
2022-04-28,42.0,7.0,24.0,12.0
2022-04-29,165.0,25.0,4.0,124.0
2022-04-30,190.0,28.0,36.0,96.0
2022-05-02,17.0,8.0,14.0,24.0
2022-05-03,6.0,7.0,3.0,0.0
2022-05-04,89.0,44.0,41.0,71.0
2022-05-05,139.0,36.0,8.0,145.0
2022-05-06,37.0,30.0,11.0,20.0
2022-05-07,9.0,4.0,4.0,62.0
2022-05-09,16.0,0.0,15.0,13.0
2022-05-10,53.0,12.0,9.0,64.0
2022-05-11,56.0,41.0,12.0,44.0
2022-05-12,78.0,17.0,19.0,58.0
2022-05-13,101.0,13.0,0.0,35.0
2022-05-14,33.0,13.0,8.0,46.0
2022-05-16,65.0,0.0,8.0,132.0
2022-05-17,39.0,17.0,4.0,42.0
2022-05-18,98.0,28.0,57.0,44.0
2022-05-19,39.0,16.0,4.0,39.0
2022-05-20,26.0,6.0,3.0,13.0
2022-05-23,136.0,26.0,35.0,92.0
2022-05-24,44.0,6.0,57.0,32.0
2022-05-25,24.0,10.0,1.0,6.0
2022-05-26,104.0,22.0,27.0,47.0
2022-05-27,19.0,3.0,10.0,4.0
2022-05-28,25.0,22.0,25.0,28.0
2022-05-31,404.0,130.0,61.0,465.0
2022-06-01,19.0,1.0,1.0,13.0
2022-06-03,24.0,57.0,4.0,29.0
2022-06-06,181.0,143.0,43.0,115.0
2022-06-07,6.0,0.0,0.0,6.0
2022-06-08,144.0,10.0,4.0,198.0
2022-06-09,28.0,5.0,4.0,14.0
2022-06-10,99.0,42.0,17.0,60.0
2022-06-13,149.0,105.0,6.0,76.0
2022-06-14,30.0,42.0,7.0,110.0
2022-06-15,29.0,51.0,49.0,38.0
2022-06-16,177.0,28.0,7.0,29.0
2022-06-17,7.0,0.0,9.0,7.0
2022-06-21,113.0,27.0,24.0,28.0
2022-06-22,47.0,22.0,24.0,87.0
2022-06-23,144.0,20.0,11.0,112.0
2022-06-24,47.0,14.0,4.0,12.0
2022-06-28,62.0,30.0,6.0,42.0
2022-06-29,124.0,26.0,3.0,32.0
2022-06-30,322.0,171.0,408.0,201.0
2022-07-01,21.0,9.0,3.0,10.0
2022-07-05,12.0,3.0,0.0,4.0
2022-07-06,43.0,36.0,0.0,12.0
2022-07-07,58.0,20.0,6.0,0.0
2022-07-08,69.0,19.0,4.0,57.0
2022-07-11,314.0,30.0,17.0,299.0
2022-07-12,99.0,9.0,6.0,144.0
2022-07-13,84.0,15.0,23.0,26.0
2022-07-14,154.0,77.0,13.0,142.0
2022-07-15,146.0,32.0,12.0,81.0
2022-07-18,71.0,40.0,18.0,37.0
2022-07-19,87.0,41.0,18.0,17.0
2022-07-21,38.0,29.0,0.0,15.0
2022-07-22,30.0,13.0,0.0,25.0
2022-07-25,76.0,16.0,24.0,64.0
2022-07-26,138.0,42.0,31.0,120.0
2022-07-27,79.0,22.0,3.0,70.0
2022-07-28,19.0,0.0,20.0,63.0
2022-07-29,22.0,43.0,40.0,69.0
2022-07-30,100.0,136.0,31.0,80.0
2022-08-01,42.0,0.0,0.0,0.0
2022-08-02,37.0,4.0,8.0,7.0
2022-08-03,66.0,0.0,9.0,76.0
2022-08-04,28.0,0.0,6.0,61.0
2022-08-05,126.0,22.0,4.0,43.0
2022-08-08,138.0,107.0,52.0,143.0
2022-08-09,121.0,26.0,1.0,68.0
2022-08-10,19.0,37.0,13.0,16.0
2022-08-11,130.0,31.0,24.0,85.0
2022-08-12,30.0,14.0,29.0,29.0
2022-08-16,168.0,28.0,13.0,152.0
2022-08-17,127.0,16.0,50.0,44.0
2022-08-18,33.0,14.0,1.0,162.0
2022-08-19,251.0,72.0,6.0,46.0
2022-08-22,73.0,12.0,25.0,131.0
2022-08-23,62.0,8.0,10.0,0.0
2022-08-24,108.0,28.0,13.0,165.0
2022-08-25,148.0,54.0,17.0,59.0
2022-08-26,15.0,12.0,0.0,8.0
2022-08-29,49.0,17.0,77.0,57.0
2022-08-30,80.0,35.0,3.0,50.0
2022-08-31,86.0,10.0,19.0,77.0
2022-09-01,51.0,25.0,7.0,32.0
2022-09-02,44.0,8.0,0.0,19.0
2022-09-05,50.0,20.0,0.0,40.0
2022-09-06,16.0,14.0,8.0,11.0
2022-09-07,58.0,17.0,1.0,61.0
2022-09-08,97.0,4.0,0.0,66.0
2022-09-09,35.0,35.0,4.0,27.0
2022-09-12,47.0,69.0,28.0,85.0
2022-09-13,68.0,44.0,33.0,63.0
2022-09-14,97.0,16.0,21.0,21.0
2022-09-15,37.0,36.0,12.0,23.0
2022-09-16,56.0,21.0,1.0,21.0
2022-09-19,77.0,22.0,16.0,47.0
2022-09-20,40.0,17.0,1.0,22.0
2022-09-21,16.0,13.0,1.0,6.0
2022-09-22,81.0,38.0,28.0,28.0
2022-09-23,31.0,7.0,0.0,13.0
2022-09-26,61.0,50.0,10.0,47.0
2022-09-27,15.0,0.0,1.0,4.0
2022-09-28,54.0,22.0,14.0,33.0
2022-09-29,54.0,3.0,16.0,0.0
2022-09-30,581.0,76.0,57.0,122.0
2022-10-03,0.0,35.0,0.0,13.0
2022-10-04,56.0,40.0,16.0,45.0
2022-10-05,16.0,4.0,7.0,14.0
2022-10-06,77.0,40.0,7.0,77.0
2022-10-07,75.0,10.0,1.0,63.0
2022-10-10,3.0,21.0,8.0,13.0
2022-10-11,62.0,35.0,0.0,63.0
2022-10-12,19.0,0.0,0.0,6.0
2022-10-13,70.0,25.0,29.0,53.0
2022-10-14,266.0,19.0,3.0,6.0
2022-10-18,148.0,47.0,24.0,100.0
2022-10-19,71.0,40.0,7.0,69.0
2022-10-20,108.0,50.0,0.0,113.0
2022-10-21,44.0,27.0,0.0,24.0
2022-10-24,86.0,26.0,1.0,44.0
2022-10-26,18.0,0.0,5.0,16.0
2022-10-27,47.0,10.0,44.0,15.0
2022-10-28,35.0,1.0,0.0,17.0
2022-10-31,24.0,26.0,1.0,39.0
2022-11-01,25.0,22.0,1.0,6.0
2022-11-02,79.0,5.0,29.0,82.0
2022-11-03,46.0,13.0,7.0,25.0
2022-11-04,72.0,17.0,41.0,7.0
2022-11-08,172.0,32.0,54.0,58.0
2022-11-09,3.0,5.0,8.0,3.0
2022-11-10,53.0,55.0,1.0,88.0
2022-11-11,23.0,28.0,0.0,62.0
2022-11-15,135.0,38.0,19.0,59.0
2022-11-16,6.0,0.0,0.0,94.0
2022-11-17,59.0,16.0,16.0,21.0
2022-11-18,101.0,8.0,0.0,24.0
2022-11-21,276.0,41.0,29.0,121.0
2022-11-22,79.0,24.0,38.0,58.0
2022-11-23,51.0,14.0,4.0,11.0
2022-11-24,65.0,27.0,10.0,123.0
2022-11-25,14.0,4.0,17.0,62.0
2022-11-28,31.0,26.0,0.0,0.0
2022-11-29,31.0,39.0,11.0,69.0
2022-11-30,162.0,66.0,27.0,103.0
2022-12-02,16.0,5.0,3.0,18.0
2022-12-05,244.0,40.0,7.0,52.0
2022-12-07,25.0,14.0,1.0,19.0
2022-12-09,62.0,51.0,15.0,68.0
2022-12-12,102.0,47.0,29.0,47.0
2022-12-13,21.0,13.0,6.0,9.0
2022-12-14,86.0,54.0,6.0,39.0
2022-12-15,84.0,32.0,23.0,121.0
2022-12-16,9.0,5.0,1.0,0.0
2022-12-19,74.0,12.0,17.0,58.0
2022-12-20,5.0,5.0,1.0,12.0
2022-12-21,47.0,32.0,49.0,70.0
2022-12-22,51.0,1.0,2.0,30.0
2022-12-23,79.0,17.0,20.0,88.0
2022-12-26,37.0,14.0,1.0,52.0
2022-12-27,158.0,93.0,30.0,119.0
2023-01-03,19.0,15.0,0.0,13.0
2023-01-04,0.0,4.0,0.0,31.0
2023-01-05,3.0,0.0,1.0,0.0
2023-01-06,72.0,56.0,17.0,12.0
2023-01-10,67.0,22.0,21.0,68.0
2023-01-11,71.0,25.0,6.0,74.0
2023-01-12,209.0,36.0,1.0,66.0
2023-01-13,30.0,4.0,7.0,82.0
2023-01-16,125.0,83.0,13.0,60.0
2023-01-17,106.0,47.0,14.0,39.0
2023-01-18,38.0,5.0,6.0,51.0
2023-01-19,3.0,0.0,0.0,117.0
2023-01-20,27.0,14.0,19.0,13.0
2023-01-23,130.0,85.0,24.0,254.0
2023-01-24,63.0,64.0,17.0,168.0
2023-01-25,51.0,16.0,12.0,94.0
2023-01-26,54.0,5.0,1.0,4.0
2023-01-27,59.0,18.0,48.0,18.0
2023-01-30,90.0,39.0,40.0,49.0
2023-01-31,153.0,91.0,85.0,194.0
2023-02-01,18.0,4.0,0.0,253.0
2023-02-02,39.0,31.0,0.0,31.0
2023-02-03,98.0,42.0,30.0,60.0
2023-02-06,183.0,52.0,19.0,234.0
2023-02-07,52.0,6.0,1.0,8.0
2023-02-08,30.0,7.0,0.0,37.0
2023-02-09,14.0,14.0,5.0,6.0
2023-02-10,8.0,9.0,26.0,16.0
2023-02-13,110.0,30.0,14.0,22.0
2023-02-14,33.0,8.0,4.0,12.0
2023-02-15,181.0,16.0,20.0,14.0
2023-02-16,29.0,13.0,14.0,17.0
2023-02-17,165.0,35.0,37.0,141.0
2023-02-20,33.0,6.0,38.0,13.0
2023-02-21,12.0,0.0,3.0,3.0
2023-02-22,0.0,0.0,0.0,1.0
2023-02-23,16.0,0.0,1.0,5.0
2023-02-24,47.0,23.0,0.0,23.0
2023-02-27,151.0,19.0,1.0,7.0
2023-02-28,159.0,75.0,7.0,122.0
2023-03-01,8.0,0.0,2.0,4.0
2023-03-02,87.0,17.0,26.0,59.0
2023-03-03,2.0,3.0,0.0,1.0
2023-03-06,13.0,12.0,5.0,9.0
2023-03-08,15.0,15.0,28.0,43.0
2023-03-09,38.0,4.0,4.0,14.0
2023-03-10,42.0,6.0,25.0,32.0
2023-03-13,31.0,20.0,15.0,8.0
2023-03-14,24.0,9.0,0.0,13.0
2023-03-15,13.0,3.0,1.0,0.0
2023-03-16,63.0,0.0,0.0,31.0
2023-03-17,138.0,6.0,0.0,69.0
2023-03-21,25.0,0.0,0.0,0.0
2023-03-22,57.0,9.0,1.0,22.0
2023-03-23,8.0,4.0,0.0,0.0
2023-03-24,29.0,24.0,6.0,43.0
2023-03-27,62.0,9.0,43.0,18.0
2023-03-28,5.0,24.0,0.0,0.0
2023-03-29,51.0,31.0,3.0,3.0
2023-03-30,60.0,6.0,7.0,45.0
2023-03-31,183.0,39.0,6.0,158.0
2023-04-04,33.0,0.0,0.0,20.0
2023-04-05,43.0,19.0,3.0,41.0
2023-04-10,6.0,5.0,0.0,0.0
2023-04-11,9.0,0.0,8.0,1.0
2023-04-12,7.0,0.0,0.0,0.0
2023-04-13,18.0,6.0,8.0,40.0
2023-04-14,68.0,0.0,13.0,22.0
2023-04-17,46.0,13.0,0.0,10.0
2023-04-18,62.0,32.0,0.0,207.0
2023-04-19,19.0,6.0,0.0,39.0
2023-04-20,9.0,3.0,7.0,4.0
2023-04-21,36.0,12.0,3.0,36.0
2023-04-24,79.0,13.0,1.0,124.0
2023-04-25,88.0,32.0,0.0,51.0
2023-04-26,21.0,4.0,0.0,19.0
2023-04-27,84.0,19.0,17.0,125.0
2023-04-28,32.0,1.0,13.0,44.0
2023-04-29,293.0,41.0,15.0,197.0
2023-05-02,0.0,0.0,3.0,3.0
2023-05-03,32.0,10.0,0.0,50.0
2023-05-04,14.0,0.0,14.0,6.0
2023-05-05,39.0,19.0,7.0,64.0
2023-05-08,28.0,0.0,8.0,38.0
2023-05-09,48.0,40.0,14.0,24.0
2023-05-10,1.0,19.0,8.0,2.0
2023-05-11,25.0,12.0,1.0,19.0
2023-05-12,36.0,10.0,7.0,6.0
2023-05-15,83.0,9.0,0.0,45.0
2023-05-16,41.0,20.0,13.0,44.0
2023-05-17,34.0,3.0,0.0,20.0
2023-05-18,73.0,36.0,23.0,13.0
2023-05-19,57.0,31.0,4.0,14.0
2023-05-23,118.0,28.0,1.0,37.0
2023-05-24,71.0,37.0,1.0,76.0
2023-05-25,49.0,26.0,44.0,50.0
2023-05-26,24.0,14.0,0.0,26.0
2023-05-29,61.0,41.0,6.0,64.0
2023-05-30,3.0,7.0,26.0,4.0
2023-05-31,23.0,16.0,8.0,68.0
2023-06-01,7.0,4.0,5.0,18.0
2023-06-02,16.0,12.0,0.0,20.0
2023-06-03,36.0,4.0,0.0,19.0
2023-06-05,4.0,1.0,0.0,0.0
2023-06-06,8.0,4.0,2.0,5.0
2023-06-07,110.0,13.0,14.0,156.0
2023-06-08,17.0,1.0,5.0,3.0
2023-06-09,6.0,0.0,0.0,6.0
2023-06-13,116.0,36.0,21.0,138.0
2023-06-14,5.0,4.0,1.0,20.0
2023-06-15,63.0,42.0,0.0,75.0
2023-06-16,64.0,17.0,11.0,44.0
2023-06-20,51.0,15.0,2.0,19.0
2023-06-21,26.0,17.0,1.0,10.0
2023-06-22,48.0,7.0,95.0,47.0
2023-06-23,43.0,27.0,14.0,35.0
2023-06-26,16.0,1.0,4.0,17.0
2023-06-27,113.0,30.0,27.0,108.0
2023-06-28,4.0,7.0,4.0,1.0
2023-06-29,21.0,6.0,0.0,23.0
2023-06-30,113.0,46.0,16.0,41.0
2023-07-01,25.0,13.0,5.0,38.0
2023-07-04,16.0,4.0,1.0,7.0
2023-07-05,33.0,33.0,3.0,35.0
2023-07-06,3.0,0.0,0.0,3.0
2023-07-07,0.0,7.0,1.0,0.0
2023-07-10,20.0,19.0,19.0,158.0
2023-07-11,42.0,6.0,8.0,22.0
2023-07-12,25.0,7.0,0.0,13.0
2023-07-13,83.0,15.0,0.0,42.0
2023-07-14,1.0,4.0,0.0,0.0
2023-07-17,394.0,90.0,6.0,136.0
2023-07-18,23.0,15.0,9.0,29.0
2023-07-19,9.0,0.0,6.0,0.0
2023-07-21,24.0,13.0,0.0,340.0
2023-07-24,92.0,29.0,17.0,59.0
2023-07-25,54.0,1.0,0.0,41.0
2023-07-26,13.0,1.0,1.0,0.0
2023-07-27,39.0,11.0,24.0,33.0
2023-07-28,22.0,20.0,0.0,26.0
2023-07-31,96.0,33.0,7.0,118.0
2023-08-01,0.0,0.0,0.0,13.0
2023-08-02,32.0,16.0,8.0,7.0
2023-08-03,4.0,19.0,17.0,128.0
2023-08-04,94.0,63.0,8.0,72.0
2023-08-08,0.0,0.0,0.0,9.0
2023-08-09,10.0,1.0,1.0,14.0
2023-08-10,10.0,16.0,5.0,8.0
2023-08-11,24.0,19.0,0.0,19.0
2023-08-14,29.0,6.0,0.0,0.0
2023-08-15,11.0,0.0,0.0,14.0
2023-08-16,12.0,2.0,1.0,1.0
2023-08-17,63.0,18.0,1.0,0.0
2023-08-18,44.0,3.0,8.0,40.0
2023-08-22,31.0,8.0,0.0,25.0
2023-08-23,19.0,0.0,6.0,5.0
2023-08-24,41.0,13.0,9.0,32.0
2023-08-25,55.0,14.0,0.0,35.0
2023-08-28,123.0,32.0,5.0,61.0
2023-08-29,15.0,9.0,9.0,0.0
2023-08-30,76.0,3.0,0.0,20.0
2023-08-31,152.0,76.0,19.0,399.0
2023-09-01,7.0,3.0,1.0,23.0
2023-09-04,67.0,16.0,16.0,31.0
2023-09-05,21.0,22.0,21.0,51.0
2023-09-06,3.0,3.0,21.0,11.0
2023-09-07,51.0,55.0,0.0,39.0
2023-09-08,34.0,25.0,0.0,38.0
2023-09-11,133.0,60.0,3.0,92.0
2023-09-12,37.0,23.0,11.0,15.0
2023-09-13,0.0,13.0,4.0,0.0
2023-09-14,58.0,4.0,0.0,13.0
2023-09-15,53.0,11.0,20.0,57.0
2023-09-18,82.0,48.0,12.0,33.0
2023-09-19,32.0,19.0,4.0,11.0
2023-09-20,76.0,37.0,0.0,22.0
2023-09-21,29.0,14.0,26.0,32.0
2023-09-22,35.0,13.0,0.0,23.0
2023-09-25,72.0,60.0,11.0,31.0
2023-09-26,28.0,33.0,4.0,34.0
2023-09-27,44.0,11.0,8.0,42.0
2023-09-28,30.0,26.0,1.0,16.0
2023-09-29,189.0,52.0,32.0,76.0
2023-10-02,6.0,1.0,0.0,5.0
2023-10-03,77.0,13.0,0.0,91.0
2023-10-04,37.0,63.0,16.0,16.0
2023-10-05,49.0,58.0,201.0,436.0
2023-10-06,253.0,14.0,0.0,9.0
2023-10-09,34.0,16.0,14.0,16.0
2023-10-10,123.0,23.0,5.0,21.0
2023-10-11,42.0,16.0,7.0,3.0
2023-10-12,65.0,22.0,1.0,10.0
2023-10-13,32.0,0.0,0.0,620.0
2023-10-14,15.0,4.0,0.0,0.0
2023-10-17,0.0,0.0,75.0,8.0
2023-10-18,48.0,25.0,3.0,30.0
2023-10-19,25.0,25.0,0.0,61.0
2023-10-20,182.0,88.0,5.0,40.0
2023-10-23,73.0,31.0,37.0,119.0
2023-10-24,5.0,7.0,4.0,13.0
2023-10-25,38.0,38.0,10.0,82.0
2023-10-26,27.0,0.0,3.0,18.0
2023-10-27,48.0,15.0,0.0,24.0
2023-10-30,46.0,22.0,17.0,67.0
2023-10-31,69.0,23.0,9.0,100.0
2023-11-01,27.0,1.0,10.0,0.0
2023-11-02,64.0,34.0,25.0,63.0
2023-11-03,80.0,49.0,4.0,42.0
2023-11-07,64.0,32.0,1.0,16.0
2023-11-08,8.0,3.0,0.0,13.0
2023-11-09,20.0,5.0,6.0,11.0
2023-11-10,13.0,16.0,16.0,10.0
2023-11-14,64.0,16.0,74.0,48.0
2023-11-15,3.0,0.0,0.0,3.0
2023-11-16,1.0,1.0,4.0,0.0
